id,customer_name,amount,purchase_date
7334,Laura Brown,45020.73,NULL
7335,Ashley Soto,NULL,2023-09-14
7336,Aaron Cantu,31624.85,NULL
7337,Todd Velasquez,NULL,2024-04-29
7338,James Heath,79901.25,2024-06-02
7339,Travis Atkins,29460.54,2025-05-30
7340,Jeremy Johnson,98111.52,2023-08-11
7341,Caroline Henderson,74996.32,2024-10-09
7342,Thomas Kelly,37740.64,2025-05-10
7343,Eric Odonnell,41876.96,2024-03-19
7344,Rodney Neal,44316.58,2025-05-28
7345,Kimberly Smith,NULL,2024-08-08
7346,William Hernandez,98798.53,2023-09-21
7347,William Jackson,53074.56,2024-03-06
7348,NULL,46487.40,2025-07-23
7349,Danielle Tran,21012.54,2025-06-06
7350,Michelle Anderson,22468.93,2023-10-27
7351,Billy Robertson,75447.45,2023-08-20
7352,Keith Miles,NULL,2024-01-06
7353,Christopher Brown,74362.99,2024-03-07
7354,John Baker,79118.49,NULL
7355,Christopher Reid,54244.57,2025-03-13
7356,NULL,55415.50,2024-06-20
7357,Susan Stone,60879.87,2024-08-25
7358,Jordan Williams,39238.52,2025-01-29
7359,Ryan Lester,89207.39,2025-01-31
7360,Anthony Stevens,30783.36,2024-10-24
7361,Bryce Griffin,29093.08,2024-10-09
7362,John Medina,4196.51,2024-12-06
7363,NULL,98529.43,2024-04-06
7364,Jeremiah Rodriguez,65233.34,2023-10-19
7365,Jessica Duffy,44246.41,NULL
7366,Jean Tucker,NULL,2024-03-26
7367,Shannon Sheppard,1658.72,2023-12-05
7368,Wendy Jackson,99819.59,2024-06-17
7369,Cynthia White,28965.86,2023-10-04
7370,Tracie Reese,-154.91,NULL
7371,NULL,44830.50,NULL
7372,Gina Raymond,66210.00,2023-09-01
7373,Abigail Byrd,55555.10,2025-01-21
7374,Kyle Jefferson,80635.45,2024-06-21
7375,Suzanne Cruz,9624.85,2023-12-14
7376,Michael Hudson,NULL,NULL
7377,Dana Edwards,NULL,2024-11-10
7378,David Young,11567.35,2023-08-17
7379,Logan Gordon,7413.97,2023-09-27
7380,Patrick Williams,14804.13,2023-08-25
7381,Cynthia Weaver,NULL,2024-06-01
7382,Michelle Blanchard,81356.48,2025-03-29
7383,Shelly Jackson,18236.33,2025-06-19
7384,John Williams,16807.09,2024-02-03
7385,Alyssa Ross,40028.85,2023-10-31
7386,Danielle Miller,91592.82,2023-10-10
7387,Wesley Reynolds,NULL,NULL
7388,Jon Robertson,38104.05,2025-02-26
7389,Annette Marquez,-347.31,NULL
7390,Rachel Gregory,87796.49,2023-10-11
7391,Samuel Evans,71749.09,2023-10-14
7392,NULL,46940.83,2025-06-03
7393,John Webb,NULL,2025-04-17
7394,NULL,10256.62,2024-03-22
7395,Dr. Jennifer Chapman,70998.29,2023-08-14
7396,Kathleen Edwards,82876.75,2024-03-29
7397,NULL,57835.86,2023-12-26
7398,Patrick Neal,56452.74,2025-03-10
7399,Jeffery West,92254.10,2025-02-14
7400,Lydia White,59774.31,2024-02-29
7401,Darren Davis,2299.67,2023-12-10
7402,Marcia Holmes,42754.41,2024-09-08
7403,David Burnett,29349.07,2025-06-19
7404,Mary Murphy,66038.04,2024-11-03
7405,Jerry Roberts,30513.81,2024-11-15
7406,Karen Horton,NULL,2024-11-04
7407,David Daniel,87583.56,2024-09-27
7408,Jorge Russell,95286.60,2024-03-07
7409,Amber Lewis,12403.59,2024-03-27
7410,Alyssa Williamson,26425.06,NULL
7411,James Williams,99272.72,2025-01-25
7412,Devin Drake,48648.55,2024-11-18
7413,Melissa Williams,99608.63,2024-02-07
7414,Angela Horn,43101.63,2023-09-27
7415,Jennifer Davis,29803.32,2024-07-28
7416,Nicole Miller,58229.52,2023-09-02
7417,Joseph Hill,66478.66,NULL
7418,Megan Friedman,91266.27,NULL
7419,Nicholas Sanchez,37344.02,2024-10-05
7420,Melissa Harris,75720.60,2024-08-29
7421,Joshua Franklin,28749.08,2023-08-21
7422,Shelby Walter,42514.66,2024-03-22
7423,Kristine George,49788.95,2025-04-24
7424,Leslie Martin,50785.92,2023-12-20
7425,Gerald Cruz,69664.02,2023-09-27
7426,Amanda Williams,NULL,2024-08-08
7427,Margaret Weaver,31204.66,2025-07-12
7428,Tara Rivera,16859.84,2025-05-09
7429,Joseph Ross,15679.87,2024-06-26
7430,Ronald Miller,37556.81,2025-01-28
7431,Sally Vincent,NULL,2024-09-14
7432,Jennifer Young,67963.44,2025-07-20
7433,Brenda Johnson,30754.60,2024-11-29
7434,Morgan Dawson,30594.23,2024-12-28
7435,Alexis Dougherty,61806.96,2024-12-23
7436,Haley Cardenas,55286.71,2024-12-18
7437,Mr. Oscar Morales,56187.37,NULL
7438,Peggy Hancock MD,72225.89,NULL
7439,Christina Lewis,18956.77,2024-07-19
7440,Jesus Johnston,95511.66,2025-03-21
7441,Barbara Hayden,52343.00,2024-10-26
7442,Dale Simmons,66046.52,2023-11-19
7443,Michael Lambert,20299.45,2025-07-16
7444,Tammy Potter,NULL,2023-11-02
7445,Tracy Roberts,17701.50,2024-06-02
7446,Mary Moore DDS,76368.82,2024-02-23
7447,Jennifer Baker,15761.84,2024-06-19
7448,Javier Mcgee,52873.08,NULL
7449,Adriana Davis,95255.65,2025-07-10
7450,NULL,35475.71,2024-01-31
7451,NULL,65208.96,2023-11-12
7452,Justin Stewart,11391.13,2024-04-03
7453,Adam Schultz,91304.02,2024-05-24
7454,Rebecca Sanchez,38780.48,NULL
7455,Tammy Thompson,44190.18,2025-02-27
7456,Ian Jones,77436.75,2023-10-13
7457,Laura Jacobs,76816.60,2025-02-16
7458,David Taylor,8167.96,2025-05-21
7459,Margaret Lawrence DDS,NULL,NULL
7460,Kayla Bryant,29517.60,2024-03-25
7461,NULL,60923.10,2025-06-02
7462,Eric Williams,66014.36,2025-06-06
7463,Victoria Cuevas MD,56832.98,2024-09-01
7464,NULL,50181.56,2024-01-27
7465,Diana Hall,80227.16,2023-08-08
7466,NULL,534.68,NULL
7467,NULL,80529.58,NULL
7468,Joseph Noble,79886.97,2024-09-24
7469,Emily Moore,90914.04,2025-05-18
7470,NULL,56402.45,2024-03-09
7471,Mrs. Kristin Anderson,32504.87,2024-12-06
7472,David House,68222.75,2024-10-21
7473,John Bennett,65116.83,2023-08-03
7474,Dennis Evans,74840.45,2024-05-12
7475,NULL,69894.96,2025-06-04
7476,Dawn Gardner,NULL,2025-03-17
7477,Faith Castillo,8260.04,2024-09-03
7478,Todd Guerrero,89498.67,2023-12-23
7479,Benjamin Joseph,39431.74,2024-12-08
7480,Joan Miller,76767.98,2024-01-22
7481,John Gonzales,5136.28,2024-04-14
7482,Seth Cruz,45349.77,2025-03-18
7483,William Lee,24006.17,2025-03-03
7484,William Mitchell,6257.42,NULL
7485,Raymond Jones,NULL,2024-12-27
7486,Patrick Mayer,14721.02,2025-03-05
7487,Ashley Andrews,35793.98,2024-10-17
7488,Diane Sanford,74814.10,NULL
7489,Nicholas Garrett,35753.66,2023-12-30
7490,John Nguyen,NULL,2025-02-13
7491,Cassandra White,54494.98,2024-12-06
7492,Dustin Zimmerman,37597.90,2024-04-26
7493,David Torres,5506.80,2025-05-07
7494,Jeffrey Wyatt,30011.91,2024-02-02
7495,Benjamin Floyd,12947.11,2024-03-24
7496,Sara Hamilton,91431.85,2024-09-30
7497,Alyssa Smith,86979.45,2024-01-09
7498,Sharon Pierce,52668.91,2024-01-10
7499,Dr. Devin Robinson,60901.74,2024-05-27
7500,Danielle Foster,13069.52,2024-01-15
7501,Lawrence Edwards,81273.56,2025-03-27
7502,Steven Graham,75391.68,NULL
7503,Pamela Hayden,86177.64,2023-12-26
7504,Brian Hill,NULL,NULL
7505,Bonnie Bradford,64930.74,2025-06-30
7506,Bryan Smith,8658.39,2025-07-21
7507,Matthew Young,14464.26,2024-01-29
7508,Christopher Chavez,15016.89,2024-10-25
7509,Ian Mendez,40019.62,2025-02-02
7510,James Moran,44324.86,2024-09-16
7511,Stephanie Cannon,75500.03,2025-06-26
7512,John Thomas,73898.26,2023-11-27
7513,Ricardo Davidson,76873.08,2024-06-19
7514,Angelica Russell,92129.12,2024-12-09
7515,Brittney Vargas,93043.79,2025-07-10
7516,NULL,21945.41,2023-11-16
7517,Michael Gray,71872.87,2024-12-02
7518,Leslie Rogers,40956.14,2023-10-07
7519,Bonnie Gordon,5534.39,2025-03-28
7520,Melissa Smith,68583.79,2023-12-22
7521,Kimberly Nguyen,NULL,2024-01-15
7522,Doris Hicks,60684.32,2023-11-25
7523,Cameron Obrien,55488.65,2024-09-25
7524,Michael Shelton,26023.08,2023-10-03
7525,Zoe Mcguire,51902.28,2024-08-04
7526,Krista Jones,89282.98,2024-01-14
7527,Jose Collier Jr.,12714.05,2024-01-03
7528,Stephanie Chavez,26139.10,2024-07-06
7529,Tony Palmer,51060.71,2024-11-18
7530,Tony Chapman,52391.74,2023-08-11
7531,Dale Jacobs,95045.45,NULL
7532,Michael Spencer,61129.71,2024-09-08
7533,Edward Ward,78892.38,2025-05-19
7534,Mason Gay,NULL,2023-08-13
7535,Andre Ross,65463.03,2024-06-18
7536,Benjamin Shepard,46992.63,2024-04-01
7537,Claudia Bender,48697.83,2024-02-08
7538,David Reed,4082.17,2023-11-29
7539,Elizabeth Clarke,85831.07,2024-06-02
7540,Maurice Orr,38975.34,2024-05-24
7541,Mr. Timothy Everett,5746.03,2024-04-23
7542,Jill Robertson,37295.81,2024-09-24
7543,Stacey Raymond,70106.34,2024-08-13
7544,Jonathan Roberts,46709.19,2024-03-23
7545,Kathleen Murphy,25035.29,2024-07-13
7546,Jessica Leach,24210.54,2025-01-21
7547,Crystal Sandoval,51668.47,2025-04-20
7548,Jared Fuller,723.71,2023-11-26
7549,Anne Martinez MD,26225.67,2025-01-15
7550,Brenda Woods,14892.04,2024-05-16
7551,Tara Thompson,28811.97,2024-09-28
7552,David Lewis,383.37,2025-07-23
7553,Claudia Sanchez,71061.70,2025-05-25
7554,Paul Parker,84084.27,2023-08-20
7555,Felicia Thompson,5902.94,2025-05-12
7556,Michael Williams,93884.27,2024-01-28
7557,NULL,52521.62,2024-04-21
7558,Brandy Hughes,26633.90,2025-02-14
7559,Tammy Hunt,1163.08,2024-09-24
7560,Lisa Oneal,94159.31,2024-01-01
7561,Manuel Pope,93099.00,NULL
7562,Robert Anderson,79425.09,2025-06-25
7563,Sara Michael,87193.94,2024-08-03
7564,Kevin Golden,69598.71,2025-02-24
7565,Alan Campbell,93833.82,2025-02-07
7566,Jennifer Brown,46777.04,2025-04-08
7567,Richard Rowland,37658.48,NULL
7568,Andrea Mcmillan,4940.83,2024-08-26
7569,Melanie Shaw,38541.73,2025-04-23
7570,Taylor Neal,70089.41,2025-01-16
7571,Linda Cook,93102.27,2024-03-12
7572,Scott Tanner,44393.92,2024-04-04
7573,David Thompson,13858.32,2023-09-03
7574,Christian Robinson,2802.42,NULL
7575,Ann Walker,80859.04,2024-09-16
7576,David Johnston,16831.31,2025-06-19
7577,Olivia Johnson,88973.88,2024-11-25
7578,Michael Munoz,61475.79,2023-10-10
7579,Angela Black,71617.99,2025-07-03
7580,Jason Austin,70839.01,2025-04-12
7581,Angela Robinson,76969.46,2024-04-13
7582,Christopher Hardin,32727.40,2023-12-27
7583,April Gregory,98721.81,2025-01-28
7584,Daniel Arellano,57212.09,2023-11-23
7585,Jeffrey Sherman,34108.60,2023-11-25
7586,Tracie Stevens,50296.25,2025-05-18
7587,Rachel Carter,66954.24,2023-09-12
7588,Jennifer Glover,92952.15,2025-07-05
7589,Jonathan Dawson,89690.92,2024-03-19
7590,Elizabeth Guerra,59413.17,2024-12-01
7591,NULL,44479.98,2023-09-06
7592,Amy Rowe,NULL,2024-07-22
7593,Phillip Jones,60637.55,2023-09-23
7594,Glenn Cruz,94902.01,2024-11-01
7595,Jessica Evans,65866.79,NULL
7596,Victor Phillips,43263.61,2025-03-15
7597,Carl Tyler,26860.05,NULL
7598,Stacie Peck,83624.75,2023-09-09
7599,Jonathan Smith PhD,24224.16,2024-07-27
7600,Keith Taylor,7852.81,2024-06-27
7601,Kimberly Boyle,29165.02,2024-07-18
7602,Daniel Jackson,NULL,2024-04-28
7603,Thomas Ramos,5917.54,2024-03-17
7604,NULL,31293.54,2023-10-07
7605,Randy Munoz,34291.23,2024-07-05
7606,Sean Taylor,56200.84,2024-02-20
7607,NULL,5019.02,2025-01-26
7608,Tracy Hayes,67447.87,2024-04-12
7609,Jessica Arnold,7226.71,2024-02-12
7610,Beth Santos,29620.54,2025-05-16
7611,Nicholas Tyler,87190.62,2024-08-22
7612,Matthew Hughes,75024.12,2025-05-09
7613,Joseph Kane,57779.74,2023-12-12
7614,Michael Myers,91549.43,NULL
7615,Brandon Fleming,28438.90,2025-04-15
7616,Heidi Hamilton,5465.98,2023-10-26
7617,Sheila Byrd,22284.01,2024-02-05
7618,Tyler Mcclain,72930.72,2025-04-21
7619,Bethany Jenkins,60862.03,2024-09-11
7620,Jason Porter,95715.99,2024-02-28
7621,Gregory Smith,91510.62,2025-01-09
7622,Fred Clark,74217.11,2023-10-09
7623,Dawn Henderson,46223.66,2025-03-18
7624,Kristen Smith,52175.70,2025-07-01
7625,Joseph Chavez,75385.93,2024-04-02
7626,James Jones,87103.66,NULL
7627,Rebecca Werner,6785.34,2024-11-25
7628,NULL,20965.84,2025-05-14
7629,NULL,31483.24,2025-02-25
7630,NULL,82062.24,NULL
7631,Justin Chavez,24638.01,2025-01-09
7632,Tanner Henry,73784.20,2024-07-12
7633,Elizabeth Smith,5793.14,2024-04-29
7634,Edward Moore,43315.78,2025-04-21
7635,Michael Espinoza,58767.09,2025-02-11
7636,Matthew Smith,16617.03,2024-12-15
7637,Austin Miller,61027.22,2024-03-11
7638,John Logan,74398.81,2024-02-14
7639,Allison Anderson,80929.68,2024-06-19
7640,Scott Medina,42518.88,2024-07-29
7641,Ryan Sandoval,51419.43,2024-08-10
7642,Kristopher Foster,88373.03,2025-06-30
7643,Traci Evans,71233.41,2024-12-29
7644,Deborah Anderson,40497.39,2024-08-31
7645,Victoria Contreras,37783.09,2024-11-27
7646,Donna Young,82587.91,2024-05-10
7647,Kristin Johnson,3516.29,2023-10-19
7648,Tonya Martinez,17432.38,2024-07-24
7649,Sherri Morris,76006.96,2024-04-13
7650,Cynthia Fleming,87382.83,2023-09-22
7651,Maria Gonzalez,26847.91,2023-09-08
7652,Paul Green,49446.87,2023-09-18
7653,NULL,NULL,2024-06-22
7654,Terry Wilson,51626.25,2024-04-13
7655,Glenda Rodriguez,50867.05,2025-04-24
7656,Thomas Woods,95765.11,2024-05-12
7657,Cynthia Walsh,40849.10,2025-01-31
7658,Benjamin Carson,51425.24,2024-02-13
7659,Rachel Diaz,54389.04,2025-05-15
7660,Robert Williams,52930.23,2023-08-31
7661,William Griffin,62800.28,2025-05-26
7662,Elizabeth Nguyen,12746.46,2024-03-02
7663,Tricia Dixon,NULL,2024-05-06
7664,Adam Arnold,8908.93,2023-09-23
7665,Peggy Rodriguez,13332.17,2024-01-27
7666,Joseph Harris,99816.11,2024-07-16
7667,Brittany Flores,10465.54,2024-07-30
7668,Chelsea Johns,54998.25,2024-03-27
7669,Tracy Greene,32603.79,2025-02-21
7670,Christopher Nichols,68266.64,2025-07-08
7671,Fernando Francis,92476.70,2024-01-02
7672,Ryan Brandt,58153.94,2025-02-04
7673,Stacy Parker,92228.52,2023-12-14
7674,Kelly Lewis,NULL,2025-07-19
7675,Lisa Wells,60103.22,2025-07-05
7676,NULL,99786.93,2024-12-13
7677,Kyle Manning,57202.75,2023-08-16
7678,John Rowe,80688.65,2025-06-25
7679,Melissa Smith,2913.77,2024-08-28
7680,Kim Jackson,80639.32,2025-01-27
7681,Julie Blankenship,61218.97,2024-08-08
7682,Emily Russell,46447.90,NULL
7683,Timothy Allen,12778.35,2024-01-14
7684,Kathleen Garcia,36948.33,2023-08-20
7685,Mrs. Hailey Perez,69087.27,2025-03-21
7686,Katherine Hanson,11761.65,2024-02-04
7687,Danny Clark,NULL,2024-01-23
7688,Maxwell Leonard,51011.83,2024-08-19
7689,Jerry Herrera,70885.30,2024-03-01
7690,Trevor Price,25534.01,2025-04-26
7691,Jennifer King,37736.07,2025-03-31
7692,Todd Brewer,83865.99,2023-09-03
7693,Brian Pollard,70887.15,2025-05-18
7694,Jasmine Marks,65594.61,2025-07-15
7695,Harry Morales,17837.57,2025-02-07
7696,Julie Coleman,21517.10,2023-10-27
7697,Johnny Carpenter,6367.07,2025-04-30
7698,Alicia West DDS,22975.58,2025-07-07
7699,Mrs. Traci Sanchez,31197.98,2024-05-03
7700,James Romero,84891.92,2025-01-28
7701,Michelle Hill,98070.72,2025-05-15
7702,Craig Heath,28179.00,2025-06-16
7703,Alexandra Solis,30873.11,2024-04-05
7704,NULL,65227.05,2025-01-01
7705,Jonathan Moore,10542.36,2025-06-25
7706,Mathew Cuevas,45409.77,2023-11-28
7707,William Thompson,5569.54,2023-11-08
7708,Andrea Matthews MD,63641.29,NULL
7709,NULL,63160.99,2024-10-19
7710,Nancy Kim,28207.54,2024-08-03
7711,Amy Oconnor,7337.34,2025-02-17
7712,Jason Chambers,6156.16,2023-09-23
7713,Chelsea Jimenez,36550.63,2025-07-12
7714,NULL,64503.69,2023-10-05
7715,Matthew Sandoval,NULL,2023-10-23
7716,Devin White,59304.72,2025-07-09
7717,Steven Lynch,46357.70,2023-12-10
7718,James Green Jr.,4005.69,NULL
7719,Darrell Lopez,26873.21,2025-05-31
7720,Hannah Wiley,58174.21,2024-02-11
7721,Stephen Ball,75475.32,2025-03-15
7722,NULL,45732.35,2024-02-21
7723,Eric Sanders,55069.60,2024-11-02
7724,Jason Richard,42866.74,2025-02-08
7725,Joshua Fisher,54364.64,2024-07-04
7726,Randall Perez,70899.85,2024-09-01
7727,Sarah Garcia,98010.63,NULL
7728,Jennifer Mccarthy,NULL,2023-09-01
7729,Hannah Ross,NULL,2024-04-17
7730,Charles Miranda,53631.23,2023-08-16
7731,Catherine Carrillo,NULL,2024-07-03
7732,Denise Perez,3708.26,2024-09-13
7733,Jimmy Walsh,31490.21,NULL
7734,Brandon Lowery,NULL,2024-05-08
7735,James Gross,NULL,2023-10-16
7736,Olivia Garcia,93257.19,NULL
7737,Valerie Harris,12081.90,2025-04-29
7738,Brian Vazquez,63651.05,2023-09-25
7739,Donna Sanders,31382.08,2023-11-02
7740,NULL,44048.11,2024-11-15
7741,Cheryl Rivers,51464.50,2023-10-15
7742,Marcus Nguyen,37716.00,2024-07-19
7743,Samantha Anderson,68254.79,2024-12-15
7744,Jennifer Whitaker,86457.23,2025-06-14
7745,Alexander Elliott,59888.17,2024-06-29
7746,Nicole Jones,36014.28,2024-09-06
7747,Stephanie Chang,20445.85,2024-01-28
7748,Laura Romero,90923.77,2023-10-17
7749,Martha Dunn,9574.11,2024-12-23
7750,Kyle Allen,76674.05,2024-12-30
7751,Jacqueline Briggs,85672.23,2024-08-18
7752,Thomas Waters,NULL,2023-11-18
7753,Chelsea Keith,85181.64,2024-11-29
7754,Martha Maldonado,NULL,2024-05-16
7755,Michael Washington,83353.77,2023-12-08
7756,Vicki Boyd,27299.44,2025-07-31
7757,NULL,29009.98,2025-04-08
7758,Clifford Hernandez,23325.85,NULL
7759,Nicole Bender,16840.65,2023-12-16
7760,Michael Morales,91181.48,2025-03-17
7761,Mrs. Jill Powell DDS,5236.36,2025-01-09
7762,Jack Sanchez,NULL,NULL
7763,James Taylor,53063.50,2024-09-24
7764,Carl Mcclure,55403.79,2025-04-24
7765,Michael Evans,NULL,2024-03-26
7766,James Andrews,23912.96,2023-10-30
7767,Jessica Kirk,204.62,NULL
7768,Peter Cohen,74697.16,2023-10-13
7769,Eric Hanson,NULL,2025-03-15
7770,Justin Holt,75350.67,2025-05-16
7771,Mary Garcia,639.91,2024-12-03
7772,Sarah Moore,NULL,2025-04-11
7773,Grant Bentley,44836.43,2024-06-07
7774,Kurt Short,45936.83,2023-08-21
7775,Adam Brown,88131.65,2025-07-03
7776,Tom Glover,62536.15,2024-04-19
7777,Corey Booth,39218.70,2024-09-16
7778,Kenneth Davis,50781.78,2024-11-24
7779,Catherine Wheeler,59821.03,2024-07-26
7780,Victor Lewis,75541.99,2024-10-11
7781,Brittany Ferrell,12811.48,2024-05-28
7782,Janet Giles,51407.14,2023-09-26
7783,Eric Barron,34689.46,2025-06-01
7784,Austin Burns,76115.70,2024-08-17
7785,Erika Bell,86527.52,2024-05-02
7786,Gregory Price,NULL,2025-03-04
7787,Antonio Scott,22377.40,2025-05-04
7788,Jonathon Hernandez,40870.82,2024-03-05
7789,Teresa Diaz,1195.45,2024-08-23
7790,Stephanie Thomas,6515.93,2024-11-20
7791,Joshua Reid,73282.84,2024-04-24
7792,NULL,92078.78,2025-04-29
7793,Jessica Harris,73307.77,2023-12-19
7794,Terry Baker,56890.59,2024-09-30
7795,Yolanda Rios,49013.12,2024-10-07
7796,Joseph Weaver,57110.09,NULL
7797,Joseph Hill,31583.85,2024-12-13
7798,James Stewart,32705.71,2025-07-07
7799,Michael Roberts,74654.35,2024-04-08
7800,Elizabeth Jones,NULL,2024-06-24
7801,Victoria Long,32606.36,2023-10-29
7802,Elizabeth Green,10106.68,2025-01-08
7803,Jimmy Stewart,46292.93,2024-12-16
7804,Mrs. Kimberly Ingram,NULL,2023-11-20
7805,NULL,87394.26,2025-07-14
7806,Jeffrey Gillespie,30981.72,2023-10-05
7807,Nathaniel Williams,18614.84,2025-03-19
7808,Justin Morgan,53879.80,2024-08-09
7809,Tiffany Smith,88826.91,2024-10-26
7810,John Velasquez,56321.37,2025-01-27
7811,Sheena Patel,24406.04,NULL
7812,NULL,NULL,NULL
7813,Michael Holland,84123.97,2025-01-08
7814,Derrick Ramirez,71349.17,2024-02-22
7815,Robert Mcfarland,51332.88,2024-07-26
7816,Michael Gaines,NULL,2025-02-24
7817,Kathryn Allen,6679.96,2025-01-04
7818,Pamela Johnson,70210.81,NULL
7819,John Brennan,58797.59,2025-02-13
7820,Melissa Kelly,95100.10,NULL
7821,Raven Golden,80301.77,2023-11-13
7822,Joshua Middleton,17692.96,2024-03-27
7823,Andrew Gill,14200.92,2023-12-07
7824,Jasmine Pruitt,88198.56,NULL
7825,Laura Johnson,29301.31,2024-04-07
7826,Amber Perez,3111.81,2023-09-12
7827,Kaylee Morgan,16199.02,2024-03-18
7828,Rachel Sanchez,64763.97,2024-01-05
7829,Jacob Jackson,79681.63,2025-04-05
7830,Mr. Steven Mills,44332.56,2024-08-13
7831,Scott Oneal,8552.23,2024-06-04
7832,Louis Meadows,49153.05,2023-12-19
7833,Kaitlyn Logan,28191.07,2025-07-19
7834,Vanessa Bolton,29935.92,NULL
7835,Mrs. Joyce King,91689.83,2024-06-03
7836,Deborah Brown,45965.29,2025-04-05
7837,Sandra Rosario,31821.12,2025-03-27
7838,Daniel Williams,25480.42,NULL
7839,Michael Martin DDS,NULL,2024-12-23
7840,Jason Smith,15430.49,2023-11-24
7841,Ruth Lawrence,86526.08,2024-06-24
7842,Ms. Kathleen Huang,70017.96,NULL
7843,Joshua Boone,98200.32,2024-08-28
7844,Miss Elizabeth Martin PhD,86711.21,2024-01-11
7845,Michael Hill,5655.12,2023-12-24
7846,Kevin Stephenson,38101.65,2023-12-25
7847,Cassidy Russell,94649.31,NULL
7848,Allison Osborne,32334.14,2024-07-27
7849,Christopher Ferguson,21815.41,2024-12-03
7850,Charles Skinner,47239.24,NULL
7851,Reginald Harrell,38780.66,2025-03-09
7852,Kelly Miller,85614.41,NULL
7853,Joshua Bird,45173.15,2024-04-14
7854,Ashley Juarez,78191.09,NULL
7855,James Rich,NULL,2024-10-08
7856,Nathan Garcia,69283.39,2024-01-04
7857,NULL,300.33,NULL
7858,Jeff Taylor,84920.65,2024-04-23
7859,Evan Coleman,98593.64,2024-06-23
7860,Mr. Steven Walker,96736.55,2024-07-13
7861,Micheal Reese,60713.25,2023-12-06
7862,Maurice Rojas,49401.13,2025-02-17
7863,Amanda Johnson,39328.41,2023-12-12
7864,Victor Rodriguez,29296.00,2025-01-23
7865,Kimberly Butler,23965.68,2023-12-22
7866,Jason Williams,93688.00,2024-01-19
7867,Alicia Parker,46715.91,NULL
7868,Susan Ramos,48155.82,2024-07-07
7869,Kristina Vargas,30224.68,2024-02-17
7870,Jimmy Duncan,67726.69,2023-10-15
7871,Steven Brown,30504.57,2024-06-05
7872,Julie Davis,40487.66,2024-08-27
7873,Brent Yates,28979.22,2023-09-20
7874,Wayne Murillo,53948.85,2023-12-21
7875,Angela Alvarez,32010.72,2024-08-20
7876,Jennifer Mooney,41216.27,2025-03-11
7877,Jacob Khan,24240.22,2024-09-10
7878,Brandon Norris,33142.43,2023-10-22
7879,Leonard West,53494.34,2023-11-02
7880,Russell Murillo,64583.24,2024-07-30
7881,Frank Stevenson,52246.74,2024-11-05
7882,Danielle Stephenson,68965.42,2024-09-05
7883,Bradley King,2643.91,2023-08-27
7884,Ana Powell,91224.58,2025-03-17
7885,Carrie Hall,24561.76,2024-05-02
7886,Christina Benton,15757.75,2025-02-12
7887,April Sanchez,89857.24,2024-04-30
7888,Peter Ortiz,44555.49,2024-05-26
7889,Kathleen Simon,61504.09,2024-03-08
7890,Tiffany Morrison,68437.43,2024-05-09
7891,Monique Burns,88670.53,2024-01-13
7892,Jared Davidson,87278.64,2024-10-03
7893,Nancy Warren,95197.26,2025-06-23
7894,Robert Sullivan,43731.18,2025-07-01
7895,Dean Lee,96948.86,2024-04-23
7896,Sharon Valdez,76169.17,2024-11-07
7897,NULL,70496.98,2023-10-28
7898,Michael Daniel,67718.45,2025-04-05
7899,Jose Garrison,8712.09,2025-03-25
7900,Christopher Martin,59055.63,2025-07-21
7901,Denise Carson,56284.08,2023-08-17
7902,Mary Lewis,90406.01,2024-12-04
7903,Debbie Johnson,57347.45,2024-12-01
7904,NULL,66594.16,2024-01-18
7905,Stephanie Wells,85421.80,2024-06-03
7906,Howard Rhodes,42459.60,2024-10-12
7907,Shane Morgan,13168.39,2024-10-29
7908,Yesenia Alvarez,18343.57,NULL
7909,NULL,84162.65,2025-03-14
7910,Dwayne Perez,35635.28,2025-02-11
7911,David Prince,85347.12,2023-08-15
7912,William Mcfarland,4814.28,2024-12-29
7913,Andrew Warren,11048.55,2023-12-24
7914,Anthony Duran,95325.34,2024-02-28
7915,Patricia Fischer,77697.62,2024-06-23
7916,Angela Castillo,37742.31,2024-09-11
7917,Kendra Jensen PhD,80567.83,2024-11-01
7918,Mark Sanchez,NULL,2023-11-07
7919,Timothy Strong,7484.76,NULL
7920,Deborah Bauer,NULL,2024-11-30
7921,Kevin Maynard,82129.87,NULL
7922,Louis Marks,23663.73,2024-09-15
7923,Donna Johnson,28266.07,2024-11-07
7924,Benjamin Hinton,74314.37,2025-01-23
7925,Felicia Morrow,79349.60,2023-08-20
7926,Theresa Li,73410.67,2024-10-23
7927,Leon Jenkins,50656.67,2024-09-02
7928,Kimberly White,81706.63,2024-08-18
7929,Rachel Todd,9947.30,2024-01-25
7930,Darius Chavez,31444.40,2025-07-14
7931,Robert Hernandez,49238.25,2025-03-27
7932,Alison Rogers,48969.68,2024-02-28
7933,Erika Vazquez,13529.99,2024-04-12
7934,Emma Fry,65170.98,2024-08-21
7935,Alan Snyder,NULL,2024-04-11
7936,Christina Cortez,13938.86,2024-03-02
7937,Faith Joseph,23689.52,2023-09-08
7938,Savannah Williams,83728.61,2023-08-05
7939,James Roberts,28954.48,2024-11-17
7940,Jonathan Jones,93374.24,2024-11-06
7941,Gregory Grant,90319.51,2023-09-14
7942,Michelle Johnson,23594.98,NULL
7943,Stacey Ellis,26740.69,2025-02-07
7944,Jennifer Carter,77475.61,2025-07-27
7945,Gary White,4226.14,2024-11-02
7946,Michael Johnson,64443.51,NULL
